,scientific_name,decimalLongitude,decimalLatitude
693,Notropis calabazas,-99.998056,25.751944
694,Notropis marhabatiensis,-100.446944,19.883572
695,Numenius borealis,-92.722412,41.74305
696,Nyassachromis breviceps,34.357389,-13.326722
697,Nycticebus bancanus,,
698,Nyctophilus nebulosus,166.50333,-22.17694
699,Nymphargus anomalus,-77.616667,-0.116667
700,Nymphargus laurae,,
701,Nymphargus mixomaculatus,,
702,Oarisma powesheik,-85.668086,42.96336
703,Obovaria retusa,-80.871206,39.765631
704,Octochaetus levis,,
705,Octodon pacificus,,
706,Oedipina chortiorum,,
707,Oedipina maritima,-81.075,9.101667
708,Oedipina tomasi,-88.23,15.5
709,Ogasawarana chichijimana,,
710,Ogasawarana metamorpha,,
711,Ogasawarana yoshiwarana,,
712,Oligodon booliati,104.163674,2.827827
713,Oligosoma awakopaka,167.985522,-44.797379
714,Oligosoma hoparatea,171.06392,-43.637917
715,Oligosoma judgei,167.891812,-44.727985
716,Oligosoma salmo,171.08333,-42.616665
717,Ololygon alcatraz,-45.409722,-22.64
718,Ololygon muriciensis,,
719,Ombrastacoides denisoni,146.833,-43.0
720,Omoadiphas cannula,,
721,Omphalotropis ingens,,
722,Oncorhynchus formosanus,120.836197,24.172317
723,Oncorhynchus sp. nov. 'Acaponeta Trout',,
724,Oncorhynchus sp. nov. 'Northern Conchos Trout',,
725,Onychogomphus boudoti,-5.592015,32.878511
726,Oophaga histrionica,-77.13,7.47
727,Oophaga occultator,,
728,Opanara areaensis,,
729,Opanara caliculata,,
730,Opanara duplicidentata,,
731,Opanara megomphala,,
732,Ophiogomphus longihamulus,,
733,Opisthopatus roseus,29.654394,-30.457871
734,Opisthostoma fraternum,,
735,Opisthostoma jucundum,,
736,Opisthostoma otostoma,,
737,Opisthostoma thersites,,
738,Opisthoteuthis chathamensis,177.263001,-44.73
739,Opopaea probosciella,,
740,Orachrysops niobe,29.96,-22.96
741,Orcaella brevirostris Ayeyarwady River subpopulation,110.300003,1.71667
742,Orcaella brevirostris Mahakam River subpopulation,110.300003,1.71667
743,Orcaella brevirostris Mekong River subpopulation,110.300003,1.71667
744,Orchestina maureen,,
745,Orconectes sheltae,-86.60864,34.75361
746,Oreobates zongoensis,,
747,Oreochromis esculentus,33.45,0.3
748,Oreochromis jipe,38.7796,-4.5171
749,Oreochromis karongae,34.475586,-11.941726
750,Oreochromis mortimeri,28.92,-19.88
751,Oreochromis variabilis,32.451836,0.030541
752,Oreolalax liangbeiensis,,
753,Oreophryne ezra,153.431274,-11.505458
754,Oreophryne penelopeia,151.00602,-10.07959
755,Oriolus isabellae,,
756,Orlitia borneensis,103.730499,1.337343
757,Oropodisma willemsei,,
758,Oryzias soerotoi,121.266944,-1.965
759,Ostinobolus subterraneus,46.869335,-25.062166
760,Otomys cheesmani,,
761,Otus insularis,55.43592,-4.658582
762,Ouagapia ratusukuni,,
763,Oxychilus agostinhoi,-25.0763,36.96528
764,Oxynoemacheilus galilaeus,35.6,33.06
765,Oxynoemacheilus seyhanensis,36.41314,38.73661
766,Oxynoemacheilus tigris,35.6,33.06
767,Oziothelphusa intuta,,
768,Paccius quadridentatus,,
769,Pachysaga strobila,115.3,-33.7
770,Pacifastacus fortis,-121.507,40.9895
771,Paladilhiopsis janinensis,,
772,Paladilhiopsis turrita,,
773,Palaemnema edmondi,,
774,Palaemonetes lindsayi,-100.025,21.858333
775,Palaemonetes mexicanus,-99.258333,21.975
776,Palaina moussoni,,
777,Palaina platycheilus,134.458333,7.335
778,Palaina rubella,134.458333,7.335
779,Palaopartula calypso,134.494444,7.3425
780,Palea steindachneri,-159.5105,22.06019
781,Palmeria dolei,-156.2558,20.795
782,Pangasianodon gigas,100.49997,13.825416
783,Pangshura sylhetensis,93.17112,26.577532
784,Pantanodon sp. nov. 'Manombo',,
785,Panthera pardus ssp. delacouri,106.666657,10.75
786,Panthera tigris ssp. jacksoni,,
787,Pan troglodytes ssp. verus,8.5667,5.3167
788,Parabotia curtus,136.03898,35.237962
789,Parabythinella graeca,,
790,Paracercion ambiguum,106.354836,22.120552
791,Paracilacris periclitatus,29.708889,-30.501667
792,Paraclinus walkeri,-110.979167,25.494444
793,Paracontias minimus,,
794,Paracyclopia naessi,,
795,Paradecolya briseferi,57.44,-20.384
796,Paraheliophanus napoleon,,
797,Paralepetopsis rosemariae,152.582,-3.314167
798,Paramesotriton labiatus,118.796919,32.060256
799,Parapsilorhynchus prateri,77.050003,22.200001
800,Parathelphusa reticulata,103.811667,1.391111
801,Paratilapia sp. nov. 'Vevembe',,
802,Parauchenoglanis buettikoferi,,
803,Paretroplus gymnopreopercularis,,
804,Paretroplus menarambo,47.652778,-15.796111
805,Pareudiastes silvestris,,
806,Parnassiana gionica,22.2667,38.6333
807,Parnassiana nigromarginata,,
808,Parnassiana parnassica,22.6,38.55
809,Paroreomyza maculata,-157.048233,20.880331
810,Parosphromenus gunawani,,
811,Parosphromenus phoenicurus,,
812,Partula affinis,-149.355161,-17.67349
813,Partula emersoni,,
814,Partula guamensis,,
815,Partula meyeri,,
816,Partula radiolata,144.7448,13.475
817,Partulina confusa,-155.555064,19.997096
818,Paruwrobates andinus,,
819,Parvaspina steinstansana,-77.5325,35.8938
820,Patu silho,,
821,Pauxi unicornis,-74.75,-9.43
822,Pegias fabula,-86.026219,35.876235
823,Pelasgus epiroticus,20.5,39.0
824,Pelecanoides whenuahouensis,,
825,Pelophryne linanitensis,,
826,Pelophylax cerigensis,28.09,36.22
827,Peltophryne fluviatica,-71.18724109120494,19.505365275142186
828,Pelusios subniger ssp. parietalis,55.833333,-4.35
829,Pentaphlebia gamblesi,,
830,Perbrinckia enodis,,
831,Perbrinckia gabadagei,,
832,Perbrinckia morayensis,,
833,Perbrinckia quadratus,,
834,Perbrinckia scitula,,
835,Pericnemis melansoni,,
836,Peringueyella zulu,,
837,Peripatopsis leonina,18.916667,-33.916667
838,Perissolestes remus,,
839,Peromyscus bullatus,0.0,0.0
840,Peromyscus dickeyi,-111.9,27.35
841,Peromyscus interparietalis,-112.85,28.6
842,Peromyscus mekisturus,,
843,Peromyscus slevini,0.0,0.0
844,Peruphasma schultei,-78.559294,-5.560599
845,Pethia bandula,,
846,Petropedetes perreti,9.8178,4.9867
847,Phalanger matanim,,
848,Pharotis imogene,,
849,Phelsuma inexpectata,55.595578,-21.262309
850,Phelsuma pronki,48.0395,-18.953833
851,Philogenia ferox,,
852,Phlogophora kruegeri,-31.20763,39.41918
853,Phocoena sinus,-114.83414540306774,31.033969644528476
854,Pholidoscelis atratus,-62.345,16.9375
855,Photuris bethaniensis,-75.0552,38.5396
856,Phreagena edisonensis,152.582,-3.317833
857,Phricotelphusa hockpingi,,
858,Phrynobatrachus chukuchuku,10.522222,6.192222
859,Phrynobatrachus irangi,37.533333,-0.216667
860,Phrynobatrachus manengoubensis,9.83333,5.03333
861,Phrynobatrachus steindachneri,10.4833,5.2
862,Phrynocephalus horvathi,45.5,38.666667
863,Phrynopus juninensis,-75.60221,-11.138344
864,Phyllodactylus pulcher,-70.009239,12.509217
865,Phyllodactylus sommeri,-72.772222,19.463056
866,Phyllomys unicolor,,
867,Phylloscartes ceciliae,-36.449482,-9.239323
868,Phyllurus pinnaclensis,,
869,Physella johnsoni,-114.376667,54.991667
870,Physocrobylus tessa,,
871,Phytosus schatzmayri,-25.63506,37.74816
872,Piliocolobus epieni,,
873,Piliocolobus preussi,,
874,Piliocolobus waldroni,,
875,Pimelodus grosskopfii,-73.905138,7.349127
876,Pipile pipile,-54.683333,-2.4
877,Pisidium ethiopicum,,
878,Pithecopus ayeaye,-46.5667,-21.8
879,Placostylus koroensis,,
880,Plagigeyeria montenigrina,,
881,Plagopterus argentissimus,-114.333333,36.516667
882,Planorbidella depressa,176.633331,-23.216669
883,Platycleis iberica,-5.0146,40.4718
884,Platycypha amboniensis,36.6191,-0.924731
885,Platyops sterreri,,
886,Platystigma pronoti,-67.599724,-10.066667
887,Plectostoma dindingensis,,
888,Plectostoma tenggekensis,,
889,Plectostoma umbilicatum,102.470001,3.89
890,Plectrohyla chrysopleura,-86.8,15.63
891,Plectrohyla exquisita,-88.21305355940991,15.496756630401748
892,Plectrohyla pycnochila,,
893,Plectrohyla teuchestes,-89.966667,15.333333
894,Plecturocebus grovesi,,
895,Plecturocebus olallae,,
896,Plestiodon longirostris,-64.6667,32.3333
897,Plethobasus cooperianus,-85.82265,38.28092
898,Pleurobema clava,-86.49,40.4803
899,Pleurobema furvum,-87.3767,34.2236
900,Pleurobema gibberum,-85.669,35.5122
901,Pleurobema marshalli,-88.115051,32.694565
902,Pleurobema rubellum,-86.801048,33.808414
903,Pleurodema somuncurense,-66.4217,-41.1992
904,Plutonia angulosa,-25.08719,36.97898
905,Plutonia machadoi,,
906,Poblana alchichica,-97.546749,19.015285
907,Poblana letholepis,-97.378333,19.407222
908,Poecilozonites circumfirmatus,-64.760663,32.288708
909,Polydesmus ribeiraensis,-25.30012,37.75281
910,Polyprion americanus Brazilian subpopulation,,
911,Pomacea ocanensis,,
912,Pomarea mira,-140.07826,-9.418158
913,Pongo pygmaeus,110.027,-1.09784
914,Pongo pygmaeus ssp. pygmaeus,118.23333,5.83333
915,Pongo tapanuliensis,,
916,Porites pukoensis,,
917,Poropuntius tawarensis,97.0,4.0
918,Potadoma buttikoferi,,
919,Potadoma riperti,,
920,Potadoma wansoni,13.941667,-5.241667
921,Potamopyrgus oppidanus,174.607613,-41.317551
922,Presbytis chrysomelas,112.5667,2.9833
923,Presbytis chrysomelas ssp. cruciger,,
924,Presbytis percura,102.214,1.02927
925,Prespolitorea malaprespensis,,
926,Priapichthys puetzi,-82.312304,9.153527
927,Priodiscus spinosus,,
928,Prioniturus verticalis,,
929,Pristidactylus casuhatiensis,-61.8,-38.15
930,Pristimantis anotis,-67.618071,10.385649
931,Pristimantis cacao,,
932,Pristimantis chrysops,-76.2911,4.75305
933,Pristimantis deinops,-76.7248,3.51005
934,Pristimantis diogenes,-76.2905,4.752
935,Pristimantis hoogmoedi,,
936,Pristimantis jaimei,,
937,Pristimantis kareliae,,
938,Pristimantis lichenoides,-75.1784,5.50446
939,Pristimantis mars,,
940,Pristimantis phragmipleuron,-76.0899,6.52519
941,Pristimantis pugnax,-77.633333,-0.133333
942,Pristimantis signifer,-76.1383,6.31972
943,Pristimantis stenodiscus,,
944,Pristimantis torrenticola,-75.12583,5.50222
945,Pristimantis turumiquirensis,,
946,Pristis pectinata Western Atlantic subpopulation,,
947,Pristis pristis Eastern Atlantic subpopulation,136.165294,-1.895098
948,Pristis pristis Indo-West Pacific subpopulation,136.165294,-1.895098
949,Procambarus attiguus,-81.6344,29.2481
950,Procambarus machardyi,,
951,Procambarus ortmannii,-97.91,20.123333
952,Procambarus regiomontanus,-100.308333,25.691667
953,Proceratophrys moratoi,-49.92,-22.83
954,Procyon pygmaeus,-86.870976,20.434482
955,Procytettix hova,48.401873,-18.610957
956,Prodontria lewisi,169.122521,-45.186014
957,Propithecus candidus,49.5,-14.5
958,Propithecus coronatus,46.0,-18.8333
959,Propithecus diadema,47.877967,-18.145301
960,Propithecus tattersalli,49.66111,-13.20556
961,Proplatycnemis pembipes,,
962,Prosadenoporus agricola,,
963,Proterorhinus tataricus,,
964,Protosticta spinosa,104.381454,21.724203
965,Provanna segonzaci,176.716675,-22.533331
966,Psephurus gladius,114.303746,30.583629
967,Pseudagrion microcephalum ssp. stainbergerorum,-175.2259,-21.1303
968,Pseudemydura umbrina,116.0,-31.7
969,Pseudoacontias menamainty,,
970,Pseudobarbus erubescens,19.211,-32.675
971,Pseudobatos horkelii,-52.333333,-34.083333
972,Pseudobithynia falniowskii,,
973,Pseudobithynia panetolis,,
974,Pseudobulweria aterrima,57.2,-19.633333
975,Pseudobulweria macgillivrayi,179.24759,-18.366133
976,Pseudocalotes rhaegal,,
977,Pseudocleopatra dartevellei,13.47,-5.82
978,Pseudoeurycea anitae,-97.02,16.71
979,Pseudoeurycea aurantia,-96.791667,17.841667
980,Pseudoeurycea kuautli,,
981,Pseudoeurycea robertsi,-99.808333,19.161111
982,Pseudoeurycea smithi,-96.83,17.24
983,Pseudoeurycea teotepec,,
984,Pseudoeurycea unguidentis,-96.675,17.308333
985,Pseudogibbula duponti,25.0,0.0
986,Pseudohynobius kuankuoshuiensis,,
987,Pseudohynobius shuichengensis,,
988,Pseudolaureola atlantica,,
989,Pseudomugil reticulatus,140.0,-5.0
990,Pseudopalaina polymorpha,,
991,Pseudophilautus bambaradeniyai,80.445512,6.990122
992,Pseudophilautus decoris,80.790315,6.507978
993,Pseudophilautus lunatus,80.729531,6.248186
994,Pseudophilautus mooreorum,80.814351,7.207034
995,Pseudophilautus ocularis,80.732156,6.42449
996,Pseudophilautus procax,80.418865,6.494722
997,Pseudophilautus simba,80.671465,6.339602
998,Pseudophilautus stellatus,80.541771,6.958559
999,Pseudophilotes sinaicus,34.01028,28.78804
1000,Pseudophoxinus elizavetae,,
1001,Pseudophoxinus maeandricus,,
1002,Pseudophoxinus sojuchbulagi,,
1003,Pseudophryne corroboree,148.4,-36.4
1004,Pseudosaga maraisi,,
1005,Pseudoscaphirhynchus hermanni,60.803914,41.42527
1006,Pseudotropheus cyaneorhabdos,34.744944,-12.062639
1007,Pseudoxyrhopus ankafinaensis,,
1008,Psittirostra psittacea,-155.173828,19.571028
1009,Psorodonotus ebneri,,
1010,Pteralopex flanneryi,,
1011,Pternistis ochropectus,42.66083,11.759407
1012,Pterodroma magentae,-176.64388,-44.06455
1013,Pteropus aruensis,,
1014,Pteropus livingstonii,43.600873,-12.223689
1015,Ptilinopus arcanus,123.1333,10.4167
1016,Ptychidio jordani,111.290231,23.466328
1017,Ptychochromis insolitus,,
1018,Ptychochromoides itasy,,
1019,Ptychohyla dendrophasma,,
1020,Ptyochromis sp. nov. 'Rusinga oral sheller',,
1021,Puffinus bryani,-177.37866,28.209196
1022,Puffinus myrtae,-144.44984,-16.899591
1023,Puncturella rimaizenaensis,,
1024,Pungitius hellenicus,,
1025,Puntius deccanensis,,
1026,Pygathrix nemaeus,108.5,12.0833
1027,Pyrenaearia molae,0.867427,41.106348
1028,Pyrgulopsis thermalis,-108.206,33.1688
1029,Pyxis planicauda,44.7635,-19.79705
1030,Quadrula fragosa,-92.8088,45.056
1031,Quintana atrizona,-82.730576,21.886122
1032,Radioconus goeldi,,
1033,Radomaniola lacustris,,
1034,Rana chevronta,,
1035,Raorchestes chalazodes,77.375653,8.544057
1036,Raorchestes griet,77.05,10.083333
1037,Raorchestes marki,,
1038,Raorchestes ponmudi,77.113998,9.580895
1039,Raorchestes sanctisilvaticus,81.459999,17.389999
1040,Raorchestes sushili,76.936569,10.330119
1041,Rasbora tawarensis,96.75,4.75
1042,Renea bourguignatiana,7.48857,43.84477
1043,Rhabdotorrhinus waldeni,122.85,9.3333
1044,Rhacocleis trilobata,,
1045,Rhacophorus pseudomalabaricus,77.079338,10.148299
1046,Rhaebo atelopoides,,
1047,Rhamdella montana,,
1048,Rhamdia reddelli,-96.659674,18.488139
1049,Rhampholeon acuminatus,37.51125,-6.041389
1050,Rhampholeon chapmanorum,35.15346,-16.921571
1051,Rheinardia ocellata,102.233333,4.633333
1052,Rheocles lateralis,48.25,-18.966667
1053,Rhinella amabilis,-79.196944,-4.024167
1054,Rhinella rostrata,-75.206956,5.783395
1055,Rhinobatos annandalei,72.9,18.65
1056,Rhinobatos jimbaranensis,115.167,-8.75
1057,Rhinobatos rhinobatos,-0.616667,5.333333
1058,Rhinobatos whitei,,
1059,Rhinoderma rufum,-73.04439,-36.820135
1060,Rhinophis erangaviraji,80.559219,6.393532
1061,Rhinophis phillipsi,80.7057,7.585
1062,Rhinophis roshanpererai,80.968889,6.736389
1063,Rhinopithecus strykeri,,
1064,Rhinoptera marginata,-16.6667,13.8
1065,Rhinotus albifrons,,
1066,Rhizopsammia wellingtoni,,
1067,Rhodacmea filosa,-86.1199,33.5594
1068,Rhodonessa caryophyllacea,86.09132,26.373415
1069,Rhombuniopsis tauriformis,,
1070,Rhynchobatus cooki,116.196145,5.877531
1071,Rhynchobatus immaculatus,120.199343,23.046848
1072,Rhynchobatus luebberti,-16.85,14.15
1073,Rhynchorhina mauritaniensis,,
1074,Rhytida clarki,,
1075,Riama rhodogaster,,
1076,Riotintobolus mandenensis,46.99165,-24.954334
1077,Ripersiella mediatlantica,,
1078,Risiocnemis laguna,,
1079,Rodriguesiophisis spinifera,63.463,-19.71
1080,Roppaneura beckeri,,
1081,Ruatara koarana,,
1082,Sadleriana cavernosa,,
1083,Saguinus oedipus,-75.947855,8.693529
1084,Salaria economidisi,21.57,38.58
1085,Salmo ezenami,,
1086,Salmo trutta ssp. aralensis Aral Sea and Amu Darya River stock,,
1087,Salvelinus lonsdalii,,
1088,Samoana abbreviata,,
1089,Samoana bellula,-140.077603,-9.402682
1090,Samoana cramptoni,,
1091,Samoana dryas,-147.63813,-23.85514
1092,Sanctahelenia insularis,,
1093,Sapajus apella ssp. margaritae,,
1094,Sarada superba,73.8243,17.57635
1095,Sarcohyla calvicollina,-96.508333,17.508333
1096,Sarcohyla crassa,-96.45,17.33333
1097,Sarcohyla labedactyla,-97.0200449961077,16.710754555526933
1098,Sarcohyla psarosema,-96.06002396019497,17.240731348427346
1099,Sarcohyla siopela,-97.175,19.491667
1100,Sardohoratia sulcata,,
1101,Sarotherodon caroli,9.366667,4.633333
1102,Sarotherodon lohbergeri,9.366667,4.633333
1103,Sarothrura ayresi,30.125,-25.625
1104,Savigniorrhipis topographicus,-27.89856,38.59529
1105,Saxurinator orthodoxus,,
1106,Scaphognathops theunensis,,
1107,Scardinius racovitzai,,
1108,Scaturiginichthys vermeilipinnis,145.5,-22.8
1109,Scelotes inornatus,31.192597,-29.806586
1110,Schistura leukensis,102.947,18.4375
1111,Schistura nasifilis,,
1112,Schistura scripta,80.354342,6.117505
1113,Schistura tenura,102.95,18.436
1114,Schizothorax integrilabiatus,,
1115,Schizothorax raraensis,82.083333,29.533333
1116,Sciaena callaensis,-90.5,-0.5
1117,Sclerophrys perreti,5.1,7.1
1118,Scriptaphyosemion schmitti,,
1119,Sebastes paucispinus,,
1120,Sechellophryne pipilodryas,,
1121,Selysioneura drymobia,152.817,-10.65
1122,Semperdon kororensis,134.3745,7.1626
1123,Sephanoides fernandensis,-78.85146,-33.636041
1124,Serranochromis robustus,29.587891,-6.262163
1125,Sesara sp. nov. 'Bai Voi',,
1126,Sewellia albisuera,,
1127,Seychellesia nitidula,,
1128,Siamophryne troglodytes,98.939105,14.109877
1129,Sicista armenica,,
1130,Siebenrockiella leytensis,118.642533,9.837183
1131,Sigaloseps ruficauda,166.33972,-22.0575
1132,Silurus mento,,
1133,Simias concolor ssp. concolor,100.4333,-3.2
1134,Sinocyclocheilus grahami,,
1135,Sinodina acutipoda,,
1136,Sinployea navutuenis,,
1137,Siphonorhis americana,-77.65,18.18
1138,Sitana fusca,,
1139,Sliferia similis,,
1140,Soapitia dageti,-13.75,9.86
1141,Solomys ponceleti,155.0,-6.0
1142,Somatogyrus crassus,,
1143,Somatogyrus hendersoni,,
1144,Somatogyrus nanus,-86.211913,32.616305
1145,Somatogyrus quadratus,-87.669011,34.825743
1146,Somatogyrus tennesseensis,-86.66944,33.94472
1147,Sooglossus thomasseti,55.458241,-4.63548
1148,Sorex stizodon,-92.686111,16.747222
1149,Sousa teuszii,-16.5333,19.3833
1150,Spelaeoecia bermudensis,-64.72,32.33
1151,Speleoperipatus spelaeus,-78.283333,18.3
1152,Speleophria scottodicarloi,,
1153,Speoplatyrhinus poulsoni,-87.787069,34.753975
1154,Sphaericus velhocabrali,-25.05316,36.99194
1155,Sphaerodactylus cochranae,-69.466667,19.083332
1156,Sphaerodactylus epiurus,-68.90628904363894,18.713404454068648
1157,Sphaerodactylus nycteropus,,
1158,Sphaerodactylus schuberti,-71.70775243333973,18.593508933028648
1159,Sphaerodactylus williamsi,-72.79949,19.4667
1160,Sphaeromimus lavasoa,46.7685,-25.08369
1161,Sphaeromimus splendidus,47.17,-24.78
1162,Sphaerophysa dianchiensis,,
1163,Sphyrna lewini,151.283,-33.85
1164,Sphyrna mokarran,11.83333,-66.75
1165,Spilocuscus rufoniger,141.091888,-4.627717
1166,Spinomantis nussbaumi,9.7,-9.45
1167,Spirobolellus simplex,55.75,-4.333333
1168,Spiromimus litoralis,49.3747,-12.2589
1169,Spondylurus anegadae,-64.34105,18.726426
1170,Spondylurus haitiae,,
1171,Spondylurus macleani,-77.7833,17.9667
1172,Spondylurus martinae,,
1173,Spondylurus monitae,,
1174,Spondylurus sloanii,-71.729248,21.765432
1175,Spondylurus turksae,,
1176,Squalius sp. nov. 'Evia',,
1177,Squatina aculeata,-17.083,20.733
1178,Squatina armata,-58.520065,-34.649658
1179,Squatina legnota,116.580002,-8.75
1180,Squatina oculata,-9.1,38.433
1181,Stagnicola bonnevillensis,-112.967732,38.715517
1182,Stankovicia baicaliiformis,,
1183,Stenocercus haenschi,-79.4275,-2.703028
1184,Stereolepis gigas,-117.233333,32.683333
1185,Sternotherus depressus,-87.276198,33.8365
1186,Stiphodon martenstyni,,
1187,Stomacosmethis balingensis,,
1188,Stomatepia mongo,9.366667,4.633333
1189,Stonasla consors,,
1190,Strabomantis cadenai,,
1191,Strabomantis necerus,-78.867778,-0.302778
1192,Streptocephalus gracilis,,
1193,Strigops habroptila,174.55,-36.4167
1194,Stumpffia hara,49.077319,-12.237336
1195,Stygionympha dicksoni,18.625,-33.875
1196,Sulawesidrobia abreui,,
1197,Sulawesidrobia bicolor,,
1198,Sulawesidrobia mahalonaensis,,
1199,Sulawesidrobia perempuan,,
1200,Sulawesidrobia towutiensis,,
1201,Sulcosticta viticula,119.9461,15.5886
1202,Sylvietta chapini,,
1203,Symmetromphalus hageni,144.7,18.216
1204,Symposiachrus boanensis,127.928,-2.961
1205,Synallaxis kollari,-59.8,3.6
1206,Syngnathus watermeyeri,26.683332,-33.683334
1207,Synodontis guttatus,,
1208,Synodontis tourei,-15.791337,16.37258
1209,Synophis plectovertebralis,,
1210,Systomus asoka,81.0,6.0
1211,Systomus timbiri,,
1212,Tachysurus medianalis,,
1213,Taeniophallus nebularis,,
1214,Tampichthys dichromus,-100.259915,22.240488
1215,Tanousia zrmanjae,,
1216,Tantilla petersi,-77.933333,0.383333
1217,Tarphiophasis leleupi,,
1218,Tarphius depressus,-25.31673,37.77108
1219,Tarphius gabrielae,,
1220,Tarphius relictus,,
1221,Tarphius serranoi,-25.08719,36.97898
1222,Tarraconia gasulli,-0.5,39.87
1223,Taudactylus acutirostris,145.592773,-17.356799
1224,Taudactylus pleione,151.0,-24.4
1225,Tehuana veracruzana,-95.091667,18.341667
1226,Teinobasis fatakula,-174.9346,-21.3781
1227,Teleogramma brichardi,15.222447,-4.321267
1228,Telestes fontinalis,15.61308,44.67878
1229,Telestes turskyi,16.32964,43.77715
1230,Telmatobius bolivianus,,
1231,Telmatobius cirrhacelis,-79.111944,-3.961389
1232,Telmatobius edaphonastes,,
1233,Telmatobius fronteriensis,,
1234,Telmatobius mendelsoni,-71.45,-13.166667
1235,Telmatobius pefauri,-69.57,-18.348612
1236,Telmatobius sanborni,-69.6889,-14.1478
1237,Telmatobius sibiricus,,
1238,Telmatobius timens,-71.611111,-13.2
1239,Telmatobius ventriflavum,,
1240,Telmatobius vilamensis,,
1241,Terenura sicki,-35.879585,-9.225413
1242,Testudo graeca ssp. nikolskii,,
1243,Tetefortina lohenae,,
1244,Tetracentrum caudovittatus,147.483337,-9.516666
1245,Tetrapleurodon spadiceus,-103.166667,20.333333
1246,Tettigidea empedonepia,,
1247,Thalasseus bernsteini,120.16768,23.358416
1248,Thaumatibis gigantea,99.58,7.58
1249,Thaumatodon spirrhymatum,,
1250,Theganopteryx grisea,,
1251,Theganopteryx scotti,,
1252,Theliderma stapes,-88.115196,32.694599
1253,Theodoxus altenai,28.542,41.365
1254,Theodoxus valentinus,-0.51,39.14
1255,Thermosphaeroma dugesi,-125.675,49.0142
1256,Thermosphaeroma smithi,-106.08,28.62
1257,Thestor kaplani,19.607222,-34.052778
1258,Thoracistus arboreus,,
1259,Thorectes coloni,,
1260,Thorius aureus,-96.45003411087168,17.55071523083212
1261,Thorius grandis,-100.181,17.5
1262,Thorius insperatus,-96.389969,17.604439
1263,Thorius lunaris,-99.841,17.597
1264,Thorius minutissimus,-95.98,16.25
1265,Thorius narismagnus,-95.208333,18.575
1266,Thorius pulmonaris,-96.99,16.95
1267,Thorius smithi,-96.343,17.623
1268,Thryophilus nicefori,-73.124084,6.568543
1269,Thyasira southwardae,,
1270,Thymichthys politus,147.431008,-40.958605
1271,Tilapia bakossiorum,,
1272,Tilapia bythobates,,
1273,Tilapia flava,,
1274,Tilapia gutturosa,,
1275,Tilapia snyderae,,
1276,Tilapia thysi,,
1277,Todiramphus gambieri,,
1278,Tokudaia muenninki,128.22694,26.75917
1279,Tomichia natalensis,,
1280,Tondanichthys kottelati,124.88,1.17
1281,Tor remadevii,77.075872,11.481938
1282,Toxostoma guttatum,-86.915,20.436667
1283,Trachycystis clifdeni,31.415577,-28.889168
1284,Trachylepis nganghae,,
1285,Trachypithecus cristatus ssp. vigilans,,
1286,Trachypithecus leucocephalus,107.223101,22.557583
1287,Tragelaphus derbianus ssp. derbianus,,
1288,Transkeidectes multidentis,,
1289,Trechus montanheirorum,-28.35028,38.49633
1290,Trechus pereirai,-28.09143,38.44045
1291,Triakis maculata,-78.572878,-9.093503
1292,Trichomycterus santanderensis,-73.28917,7.163611
1293,Trichonia trichonica,,
1294,Trigonoceps occipitalis,29.65,0.1
1295,Trimeresurus labialis,92.792435,9.237184
1296,Trionyx triunguis Mediterranean subpopulation,,
1297,Trioza barrettae,,
1298,Trochochlamys ogasawarana,,
1299,Trochomorpha moalensis,,
1300,Trochomorpha tuvuthae,,
1301,Troglophilus alanyaensis,,
1302,Tropidophis bucculentus,,
1303,Tropidophis parkeri,-80.0389,19.6889
1304,Tropidophis stullae,-77.178833,17.707242
1305,Tropidurus imbituba,-48.650667,-28.235362
1306,Tsoukatosia evauemgei,,
1307,Turdus xanthorhynchus,7.422295,1.639572
1308,Tursiops truncatus Fiordland subpopulation,,
1309,Tylomelania abendanoni,,
1310,Tylomelania baskasti,,
1311,Tylomelania hannelorae,,
1312,Tylomelania insulaesacrae,,
1313,Tylomelania mahalonensis,,
1314,Tylomelania sinabartfeldi,,
1315,Tylomelania turriformis,,
1316,Tylomelania wolterecki,,
1317,Tylomys bullaris,-93.116667,16.752778
1318,Tylototriton anhuiensis,,
1319,Tympanoctomys aureus,,
1320,Typhlatya iliffei,,
1321,Typhleotris pauliani,43.942447,-24.690586
1322,Typhlops agoralionis,,
1323,Tyrrhenaria ceratina,8.79072,41.9162
1324,Unio foucauldianus,-9.0187,31.7938
1325,Urolophus javanicus,,
1326,Uromenus riggioi,14.75,37.166667
1327,Uromys emmae,,
1328,Uromys porculus,,
1329,Uropeltis shorttii,78.340931,11.629854
1330,Urotrygon reticulata,-78.875,8.2917
1331,Valencia letourneuxi,20.477314,39.281433
1332,Valenfriesia janischi,,
1333,Valvatorbis mauritii,25.0,0.0
1334,Vanellus gregarius,43.1083,44.075
1335,Varanus mitchelli,136.3,-16.07
1336,Varecia variegata,47.877967,-18.145301
1337,Varecia variegata ssp. subcincta,,
1338,Varicorhinus platystoma,,
1339,Vatusila nayauana,,
1340,Venustaconcha trabalis,-85.501099,36.558899
1341,Vermivora bachmanii,-79.86261,32.79408
1342,Videna pumila,134.3722,7.1458
1343,Vini ultramarina,-140.075,-9.3917
1344,Vinodolia lacustris,,
1345,Vipera anatolica,32.086561,36.850639
1346,Vipera orlovi,38.398681,44.754408
1347,Vitrea pieperiana,,
1348,Viverra civettina,-10.346667,6.28
