taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
22695238,Torgos tracheliotos,,,,EN,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Torgos,Lappet-faced Vulture,"(Forster, 1791)",2021,2021-07-21,EN,A2abcd+3bcd+4abcd,Decreasing,False,False,True,BirdLife International,"Bell, F.",,34200000,3500.0,0.0,,,,,,
172457,Tor malabaricus,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Tor,Malabar Mahseer,"(Jerdon, 1849)",2011,2010-07-03,EN,A2acde+3cde+4acde,Decreasing,False,True,False,"Raghavan, R. & Ali, A.","Rema Devi, K.R., Gopalakrishnan, A., Arunachalam, M., Shrikant, J., Rahul, K., Johnson, J.A. & Molur, S.",,70000-80000,,,,,,,,
10253,Toropuku stephensi,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Toropuku,Stephen's Island Gecko,"(Robb, 1980)",2019,2018-02-17,EN,"B2ab(iii,v)",Unknown,False,False,True,"Hitchmough, R., van Winkel, D., Lettink, M. & Chapple, D.","Bowles, P.",84,9626.2,225.0,0.0,,,,,,
60131,Torpedo adenensis,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,TORPEDINIFORMES,TORPEDINIDAE,Torpedo,Aden Torpedo,"Carvalho, Stehmann &amp; Manilo, 2002",2017,2017-02-05,EN,B1ab(v),Decreasing,True,False,False,"Kyne, P.M., Ali, K., Grandcourt, E. & Tesfamichael, D.","Pollom, R. & Jabado, R.W.",,2000,,,26.0,230.0,,,,
161562,Torpedo bauchotae,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,TORPEDINIFORMES,TORPEDINIDAE,Torpedo,Rosette Torpedo,"Cadenat, Capapé &amp; Desoutter, 1978",2021,2020-08-04,EN,A2d,Decreasing,True,False,False,"Jabado, R.W., Chartrain, E., De Bruyne, G., Derrick, D., Diop, M., Dossa, J., Leurs, G.H.L., Porriños, G., Metcalfe, K., Soares, A.-L., Seidu, I., Tamo, A., VanderWright, W.J. & Williams, A.B.","Dulvy, N.K., Finucci, B. & Rigby, C.L.",,,,,0.0,60.0,,,,
161411,Torpedo mackayana,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,TORPEDINIFORMES,TORPEDINIDAE,Torpedo,West African Torpedo,"Metzelaar, 1919",2021,2020-08-04,EN,A2d,Decreasing,True,False,False,"Jabado, R.W., Chartrain, E., De Bruyne, G., Derrick, D., Diop, M., Doherty, P., Dossa, J., Leurs, G.H.L., Metcalfe, K., Seidu, I., Soares, A.-L., Tamo, A., VanderWright, W.J. & Williams, A.B.","Dulvy, N.K., Finucci, B. & Rigby, C.L.",,,,,15.0,50.0,,,,
126319882,Tor putitora,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Tor,,(Hamilton 1822),2018,2018-08-05,EN,A2abcd,Decreasing,False,True,False,"Jha, B.R., Rayamajhi, A., Dahanukar, N., Harrison, A. & Pinder, A.","Raghavan, R.",552,1305202,,,,,,,,
40762,Trachemys adiutrix,,,,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Trachemys,Maranhão Slider,"Vanzolini, 1995",1996,1996-08-01,EN,B1+2c,,False,True,True,Tortoise & Freshwater Turtle Specialist Group,,,,,,,,True,An errata assessment is required to generate a revised PDF without the range map which had been included in error; no range map was available when this assessment was originally published.,,
63662,Trachemys taylori,,,,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Trachemys,Cuatro Cienegas Slider,"(Legler, 1960)",2007,2007-03-01,EN,"A4e; B1ab(iii,v)+2ab(iii,v)",Decreasing,False,True,True,"van Dijk, P.P. & Flores-Villela, O.","Buskirk, J.R., Iverson, J.B., Rhodin, A.G.J. & Vogt, R.C. (Tortoise & Freshwater Turtle Red List Authority)",,,,,,,True,An errata assessment is required to generate a revised PDF without the range map which had been included in error; no range map was available when this assessment was originally published.,,
44711,Trachycystis haygarthi,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Trachycystis,,"(Melvill &amp; Ponsonby, 1899)",2004,2004-04-30,EN,B1ab(iii),Unknown,False,False,True,"Herbert, D.G.","Seddon, M.B. & Herbert, D.G. (Mollusc Red List Authority)",,,,,,,,,,
120689705,Trachylepis mekuana,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Trachylepis,,"(Chirio &amp; Ineich, 2000)",2021,2019-10-23,EN,B1ab(iii),Decreasing,False,False,True,"Gonwouo, N.L. & LeBreton, M.","Cox, N.A.",,300,2600.0,1640.0,,,,,,
136920,Trachypithecus crepusculus,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indochinese Gray Langur,"(Elliot, 1909)",2021,2015-11-21,EN,C1,Decreasing,False,False,True,"Yongcheng, L., Nadler, T. & Quyet, L.K.","Molur, S. & Mittermeier, R.A.",,,1000.0,50.0,,,,,True,"This corrected assessment was created to update the taxonomic notes for this former subspecies, which is now recognised as a valid species."
39853,Trachypithecus francoisi,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,François’s Langur,"(Pousargues, 1898)",2020,2015-11-21,EN,A2acd+3cd; C1+2a(i),Decreasing,False,False,True,"Nadler, T., Quyet, L.K., Covert, H. & Yongcheng, L.","Molur, S. & Mittermeier, R.A.",,,600.0,100.0,,,,,,
22037,Trachypithecus geei,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Gee’s Golden Langur,"Khajuria, 1956",2020,2015-11-24,EN,A2ac+4ac,Decreasing,False,False,True,"Das, J., Chetry, D., Medhi, R. & Choudhury, A.","Molur, S. & Mittermeier, R.A.",4300-4400,9235-30000,3000.0,50.0,,,,,,
39874,Trachypithecus germaini,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indochinese Silvered Langur,"(Milne-Edwards, 1876)",2021,2015-11-21,EN,A2cd+3cd,Decreasing,False,False,True,"Duc, H., Covert, H., Ang, A. & Moody, J.","Molur, S. & Mittermeier, R.A.",,,600.0,,,,,,True,"This amended assessment includes some revisions tot he assessment text (none of which change the status of the species), and an updated distribution map."
40789,Trachypithecus hatinhensis,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Hatinh Langur,"(Dao, 1970)",2021,2015-11-21,EN,A2cd,Decreasing,False,False,True,"Quyet, L.K., Coudrat, C.N.Z., Phiaphalath, P., Nadler, T. & Covert, H.","Molur, S. & Mittermeier, R.A.",,,1500.0,,,,,,True,This amended assessment brings in more extensive taxonomic notes and some edits to the text to clarify the Endangered status of this species.
22044,Trachypithecus laotum,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Laotian Langur,"(Thomas, 1911)",2020,2015-11-20,EN,"B1ab(iii,v)",Decreasing,False,False,True,"Coudrat, C.N.Z., Nadler, T., Phiaphalath, P. & Duckworth, J.W.","Molur, S. & Mittermeier, R.A.",,3126-5000,1200.0,160.0,,,,,,
39875,Trachypithecus margarita,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Elliot’s Silver Langur,"(Elliot, 1909)",2021,2015-11-21,EN,A2cd,Decreasing,False,False,True,"Eudey, A. & Ang, A.","Molur, S. & Mittermeier, R.A.",,,650.0,100.0,,,,,,
22039,Trachypithecus obscurus,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Dusky Langur,"(Reid, 1837)",2020,2015-11-23,EN,A2cd,Decreasing,False,False,True,"Boonratana, R., Ang, A., Traeholt, C. & Thant, N.M.L.","Molur, S. & Mittermeier, R.A.",,,,,,,,,,
39857,Trachypithecus obscurus ssp. carbo,carbo,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Tarutao Island Dusky Langur,"(Thomas &amp; Wroughton, 1909)",2021,2020-11-08,EN,A2cd; B1ab(iii),Decreasing,False,False,True,"Boonratana, R., Ang, A. & Traeholt, C.","Molur, S., Mittermeier, R.A. & Reuter, K.E.",,1109,150.0,0.0,,,,,,
39860,Trachypithecus obscurus ssp. halonifer,halonifer,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Cantor’s Langur,"(Cantor, 1845)",2021,2020-11-08,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Boonratana, R., Ang, A. & Traeholt, C.","Molur, S., Mittermeier, R.A. & Reuter, K.E.",100-364,366,650.0,0.0,,,,,,
175862145,Trachypithecus phayrei,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Phayre’s Leaf-monkey,"(Blyth, 1847)",2021,2021-04-13,EN,A2cd,Decreasing,False,False,True,"Chetry, D. & Ahmed, T.","Reuter, K.E.",,,,,,,,,,
136928,Trachypithecus phayrei ssp. phayrei,phayrei,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,,"(Blyth, 1847)",2020,2015-11-22,EN,A2cd,Decreasing,False,False,True,"Bleisch, B., Brockelman, W, Das, J., Yongcheng, L., Nadler, T., Choudhury, A., Thundow, S. & Timmins, R.J.","Molur, S. & Mittermeier, R.A.",,,800.0,50.0,,,,,,
39863,Trachypithecus phayrei ssp. shanicus,shanicus,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Shan States Langur,"(Wroughton, 1917)",2020,2015-11-22,EN,A2cd; C1,Decreasing,False,False,True,"Bleisch, B., Brockelman, W, Timmins, R.J., Nadler, T., Thun, S., Das, J. & Yongcheng, L.","Molur, S. & Mittermeier, R.A.",,,800.0,50.0,,,,,,
39867,Trachypithecus pileatus ssp. brahma,brahma,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Capped Langur,"(Wroughton, 1916)",2021,2015-11-22,EN,A2acd+3cd,Decreasing,False,False,True,"Das, J., Chetry, D., Choudhury, A. & Bleisch, W.","Molur, S. & Mittermeier, R.A.",,,3000.0,1200.0,,,,,,
195360310,Trachypithecus pileatus ssp. pileatus,pileatus,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Blond-bellied Langur,"(Blyth, 1843)",2020,2015-11-25,EN,A2acd+3cd,Decreasing,False,False,True,"Das, J., Bleisch, W., Chetry, D. & Choudhury, A.","Molur, S. & Mittermeier, R.A.",,,3000.0,600.0,,,True,This erratum assessment was created to correct the distribution map and to attach Taxonomic Notes.,,
39870,Trachypithecus pileatus ssp. tenebricus,tenebricus,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Tenebrous Capped Langur,"(Wroughton, 1915)",2020,2015-11-22,EN,A2cd+3cd; C2a(i),Decreasing,False,False,True,"Das, J., Chetry, D., Bleisch, W. & Choudhury, A.","Molur, S. & Mittermeier, R.A.",,,2000.0,100.0,,,,,,
39869,Trachypithecus shortridgei,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Shortridge’s Langur,"Wroughton, 1915",2020,2015-11-21,EN,A2cd+3cd,Decreasing,False,False,True,"Yongcheng, L. & Htun, S.","Molur, S. & Mittermeier, R.A.",,,2500.0,200.0,,,,,,
22046,Tragelaphus buxtoni,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Tragelaphus,Mountain Nyala,"(Lydekker, 1910)",2016,2016-05-17,EN,C1,Decreasing,False,False,True,IUCN SSC Antelope Specialist Group,"Hoffmann, M.",,33761,4300.0,1800.0,,,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
22065,Tragulus nigricans,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,Balabac Mouse Deer,"Thomas, 1892",2015,2014-11-17,EN,"B1ab(iii,v)",Decreasing,False,False,True,"Widmann, P.","Brook, S.M. & McShea, W.J.",,1222,,,,,,,,
172320,Travancoria elongata,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Travancoria,Periyar Loach,"Pethiyagoda &amp; Kottelat, 1994",2011,2010-06-17,EN,"B1ab(iii,v)+2ab(iii,v)",Unknown,False,True,False,"Ali, A. & Raghavan, R.","Rema Devi, K.R., Gopalakrishnan, A., Arunachalam, M., Shrikant, J., Johnson, J.A., Rahul, K. & Molur, S.",44,2573,80.0,75.0,,,,,,
172438,Travancoria jonesi,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Travancoria,Travancore Loach,"Hora, 1941",2011,2010-06-18,EN,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Raghavan, R. & Ali, A.","Rema Devi, K.R., Arunachalam, M., Johnson, J.A., Dahanukar, N. & Molur, S.",100,4000,1400.0,700.0,,,,,,
97124342,Trechus picoensis,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,Trechus,Cave ground-beetle,"Machado, 1988",2018,2016-12-09,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",Stable,False,False,True,"Borges, P.A.V. & Amorim, I.R.","Danielczak, A.",40,285,770.0,10.0,,,,,,
97126159,Trechus terrabravensis,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,Trechus,Ground-beetle,"Borges, Serrano &amp; Amorim, 2004",2018,2016-12-13,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,False,False,True,"Borges, P.A.V. & Amorim, I.R.","Danielczak, A.",32,32,1000.0,500.0,,,,,,
60947,Trematocranus microstoma,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Trematocranus,Haplochromis Placodon Pointed Head,"Trewavas, 1935",2018,2018-05-21,EN,A2ab,Decreasing,False,True,False,"Konings, A.","Kanyerere, G.Z., Phiri, T.B. & Snoeks, J.",,,,,,,True,"This errata version of the assessment was created to correct a Reviewer name from ""Kanyerere, Z."" to ""Kanyerere, G.Z."", another Reviewer name from ""Phiri, B."" to ""Phiri, T.B."" and a Contributor name from ""Kasembe, J."" to ""Kazembe, J."". Additionally, a point data map was added as this was accidentally missed out of the previous assessment.",,
22728176,Treron griveaudi,,,,EN,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Treron,Comoro Green-pigeon,"(Benson, 1960)",2021,2020-12-01,EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,False,False,True,BirdLife International,"Wheatley, H.",128,128,1000.0,0.0,,,,,,
22691186,Treron psittaceus,,,,EN,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Treron,Timor Green-pigeon,"(Temminck, 1808)",2021,2021-03-18,EN,C2a(ii),Decreasing,False,False,True,BirdLife International,"Wheatley, H.",,35100,500.0,0.0,,,,,,
22691227,Treron sanctithomae,,,,EN,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Treron,Sao Tome Green-pigeon,"(Gmelin, 1789)",2021,2020-06-01,EN,"B1ab(ii,iii,v)",Decreasing,False,False,True,BirdLife International,"Hermes, C.",792,792,1800.0,0.0,,,,,,
39361,Triakis acutipinna,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Triakis,Sharpfin Houndshark,"Kato, 1968",2021,2020-09-23,EN,B1ab(v); C2a(ii),Decreasing,True,False,False,"Kyne, P.M., Cevallos, A., Hernández, S. & Ebert, D.A.","Rigby, C.L., Dulvy, N.K. & Charvet, P.",,4900-7163,,,50.0,200.0,,,,
161395,Triakis scyllium,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Triakis,Banded Houndshark,"Müller &amp; Henle, 1839",2021,2019-08-30,EN,A2d,Decreasing,True,False,False,"Rigby, C.L., Walls, R.H.L., Derrick, D., Dyldin, Y.V., Herman, K., Ishihara, H., Jeong, C.-H., Semba, Y., Tanaka, S., Volvenko, I.V. & Yamaguchi, A.","Pollom, R. & Dulvy, N.K.",,,,,30.0,150.0,,,,
122055851,Tribolodon nakamurai,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Tribolodon,Long Lowerjaw Dace,"Doi &amp; Shinzawa, 2000",2019,2017-12-08,EN,"B2ab(iii,v)",Decreasing,False,True,False,"Miyazaki, Y., Nakajima, J., Takaku, K. & Taniguchi, Y.","Sayer, C.",384,24503,,,,,,,,
55242781,Triboniophorus sp. nov. 'Kaputar',,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ATHORACOPHORIDAE,Triboniophorus,Kaputar Pink Slug,,2014,2014-05-31,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Stable,False,False,True,"Murphy, M.","Seddon, M.B.",36-288,107-538,,,,,,,,
22106,Trichechus manatus ssp. latirostris,latirostris,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,TRICHECHIDAE,Trichechus,Florida Manatee,"(Harlan, 1824)",2008,2008-06-30,EN,C1,Stable,True,True,False,"Deutsch, C.J.","Reynolds III, J.E. & Powell, J.A. (Sirenia Red List Authority)",,,,,,,,,,
22105,Trichechus manatus ssp. manatus,manatus,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,TRICHECHIDAE,Trichechus,Caribbean Manatee,"Linnaeus, 1758",2008,2008-06-30,EN,C1,Decreasing,True,True,False,"Self-Sullivan, C. & Mignucci-Giannoni, A.","Reynolds III, J.E. & Powell, J.A. (Sirenia Red List Authority)",,,,,,,,,,
134150,Trichodactylus crassus,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,TRICHODACTYLIDAE,Trichodactylus,,"A. Milne-Edwards, 1869",2008,2008-01-01,EN,B1ab(iii),Unknown,False,True,False,"Cumberlidge, N.","Magalhaes, C. and McIvor, A.",,,,,,,,,,
22726303,Trichoglossus forsteni,,,,EN,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,Scarlet-breasted Lorikeet,"Bonaparte, 1850",2020,2020-07-14,EN,A2d+3d+4d; C2a(i),Decreasing,False,False,True,BirdLife International,"Hermes, C.",,34500,700.0,,,,,,,
187300,Trichomycterus papilliferus,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,TRICHOMYCTERIDAE,Trichomycterus,,"Wosiacki &amp; Garavello, 2004",2021,2018-11-07,EN,"B1ab(ii,iii)",Unknown,False,True,False,Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio),"Tognelli, M.F.",,4750,,,,,,,,
49830627,Trichomycterus taeniops,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,TRICHOMYCTERIDAE,Trichomycterus,bagre,"Fowler, 1954",2016,2014-04-24,EN,B1ab(iii),Unknown,False,True,False,"Hidalgo del Aguila, M. & Velasquez, M.","Cox, N.A. & Polaz, C.",,3160,2000.0,2000.0,,,,,,
49830588,Trichomycterus unicolor,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,TRICHOMYCTERIDAE,Trichomycterus,,"(Regan, 1913)",2016,2014-10-08,EN,B1ab(iii),Unknown,False,True,False,"Mesa-Salazar, L., Villa-Navarro, F., Usma, S., Sanchez-Duarte, P. & Lasso, C.","Tognelli, M. & Polaz, C.",,751,,,,,,,,
49830538,Trichomycterus weyrauchi,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,TRICHOMYCTERIDAE,Trichomycterus,bagre,"(Fowler, 1945)",2016,2014-04-24,EN,B1ab(iii),Unknown,False,True,False,"Velasquez, M.","Cox, N.A. & Polaz, C.",,3160,2900.0,,,,,,,
97493135,Trigoniophthalmus borgesi,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ARCHAEOGNATHA,MACHILIDAE,Trigoniophthalmus,Bristletails,"Mendes, Gaju, Bach &amp; Molero, 2000",2018,2017-02-25,EN,"B2ab(ii,iii,iv)",Stable,False,False,True,"Borges, P.A.V. & Nunes, R.","Danielczak, A.",100,22580,1200.0,300.0,,,,,,
22149,Trimenia wallengrenii,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Trimenia,Wallengren's Copper,"(Trimen, 1887)",1996,1996-08-01,EN,B1+2c,,False,False,True,"Gimenez Dixon, M.",,,,,,,,,,,
192086,Trimeresurus buniana,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Trimeresurus,Pulau Tioman Pit Viper,"(Grismer, Grismer &amp; McGuire, 2006)",2012,2011-08-31,EN,B1ab(v),Unknown,False,False,True,"Grismer, L.","Tognelli, M. & Bauder, J.",,230,810.0,300.0,,,,,,
194059,Trimeresurus cantori,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Trimeresurus,Cantor's Pit Viper,"(Blyth, 1846)",2021,2019-09-07,EN,B1ab(iii)+2ab(iii),Stable,False,False,True,"Mohapatra, P.","Bowles, P.",,2500,200.0,0.0,,,,,,
194060,Trimeresurus fasciatus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Trimeresurus,Banded Pit Viper,"(Boulenger, 1896)",2021,2019-08-08,EN,"B1ab(iii,v)",Unknown,False,False,True,"Reilly, S., Stubbs, A., Riyanto, A. & Kamsi, M.","Cox, N.A.",,150,,,,,,,,
192181,Trimeresurus kanburiensis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Trimeresurus,Kanburi Pit Viper,"Smith, 1943",2012,2011-08-31,EN,B1ab(v),Unknown,False,False,True,"Chan-Ard, T., Grismer, L. & Stuart, B.","Tognelli, M.",,3042,600.0,,,,,,,
127942982,Trimeresurus mutabilis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Trimeresurus,Central Nicobar Pit Viper,"Stoliczka, 1870",2021,2019-09-07,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Deuti, K. & Mohapatra, P.","Cox, N.A.",99,999,150.0,,,,,,,
191947,Trimeresurus truongsonensis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Trimeresurus,Truong Son Pit Viper,"Orlov, Ryabov, Thanh &amp; H. Cuc, 2004",2012,2011-09-01,EN,B1ab(iii),Unknown,False,False,True,"Stuart, B., Grismer, L. & Nguyen, T.Q.","Bowles, P. & Bauder, J.",,2340,600.0,500.0,,,,,,
22175,Trimerotropis infantilis,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Trimerotropis,Zyantc Band-winged Grasshopper,"Rentz &amp; Weissman, 1984",1996,1996-08-01,EN,A1c,,False,False,True,"Rentz, D.C.F.",,,,,,,,,,,
22177,Trimerotropis occidentaloides,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Trimerotropis,Santa Monica Mountains Grasshopper,"Rentz &amp; Weissman, 1981",1996,1996-08-01,EN,A1c,,False,False,True,"Rentz, D.C.F.",,,,,,,,,,,
22176,Trimerotropis occulens,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Trimerotropis,Lompoc Grasshopper,"Otte, 1984",1996,1996-08-01,EN,A1c,,False,False,True,"Rentz, D.C.F.",,,,,,,,,,,
203605,Trimetopon simile,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Trimetopon,Dunn's Tropical Ground Snake,"Dunn, 1930",2013,2012-05-07,EN,B1ab(iii),Unknown,False,False,True,"Porras, L.W., Chaves, G. & Solórzano, A.","Bowles, P.",,,1500.0,60.0,,,,,,
22693225,Tringa guttifer,,,,EN,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,Spotted Greenshank,"(Nordmann, 1835)",2016,2016-10-01,EN,C2a(i),Decreasing,True,True,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,749000,,,,,,,,
136543,Trinomys moojeni,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Trinomys,,"(Pessôa, Oliveira &amp; Reis, 1992)",2016,2016-06-10,EN,"B1ab(i,iii)",Decreasing,False,False,True,"Roach, N. & Naylor, L.","Amori, G.",,4691,,1000.0,,,,,,
136414,Trinomys yonenagae,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Trinomys,,"(Rocha, 1995)",2016,2016-06-10,EN,"B2ab(i,ii,iii)",Decreasing,False,False,True,"Roach, N. & Naylor, L.","Amori, G.",499,,,,,,,,,
176317,Trioceros laterispinis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Trioceros,Spiny-sided Chameleon,"(Loveridge, 1932)",2014,2013-08-29,EN,B1ab(iii),Decreasing,False,False,True,"Tolley, K. & Menegon, M.","Bowles, P.",538,2725,2000.0,1300.0,,,,,,
203828,Trioceros perreti,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Trioceros,Perret's Montane Chameleon,"(Klaver &amp; Böhme, 1992)",2015,2015-07-02,EN,B1ab(iii)+2ab(iii),Decreasing,False,False,True,"Anderson, C.V. & Gonwouo, N.L.","Bowles, P.",288,672,2400.0,1400.0,,,,,,
172572,Trioceros pfefferi,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Trioceros,Bakossi Two-horned Chameleon,"(Tornier, 1900)",2015,2015-07-02,EN,"B2ab(ii,iii)",Decreasing,False,False,True,"Gonwouo, N.L. & Anderson, C.V.","Bowles, P.",435,13000,1900.0,1100.0,,,,,,
117059920,Triops baeticus,,,,EN,ANIMALIA,ARTHROPODA,BRANCHIOPODA,NOTOSTRACA,TRIOPSIDAE,Triops,Tadpole shrimp,"Korn, 2010",2020,2019-07-31,EN,"B2ab(i,ii,iv)",Unknown,False,True,False,"García de Lomas, J., Sala, J., Barrios, V., Prunier, F., Camacho, A., Machado, M., Alonso, M., Korn, M., Boix, D., Hortas, F., García, C., Serrano, L. & Muñoz, G.","Cumberlidge, N.",272,54467,387.0,50.0,,,,,,
