taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory
121984727,Rondeletia brachyantha,,,,CR
16726350,Rondeletia buxifolia,,,,CR
121984734,Rondeletia cacuminis,,,,CR
33871,Rondeletia cincta,,,,CR
121984794,Rondeletia crassinervis,,,,CR
121984797,Rondeletia domatiata,,,,CR
180934390,Rondeletia feketeana,,,,CR
121984862,Rondeletia mornicola,,,,CR
121984865,Rondeletia selleana,,,,CR
120038159,Roppaneura beckeri,,,,CR
175300,Rorippa valdes-bermejoi,,,,CR
84120072,Rosa arabica,,,,CR
200434,Rosa dolichocarpa,,,,CR
36491,Rosselia bracteata,,,,CR
176969,Rotala malabarica,,,,CR
185327,Rotala robynsiana,,,,CR
158431,Rotheca myricoides subsp. mafiensis,mafiensis,subsp.,,CR
97241452,Rotheca violacea subsp. kigeziensis,kigeziensis,subsp.,,CR
30513,Rothmannia annae,,,,CR
115944330,Roupala tobagensis,,,,CR
22723149,Rowettia goughensis,,,,CR
30373,Roystonea regia var. hondurensis,hondurensis,var.,,CR
19760,Ruatara koarana,,,,CR
179953630,Rubovietnamia coronula,,,,CR
200440,Rubus takhtadjanii,,,,CR
176129943,Rudgea pachyphylla,,,,CR
149462234,Rudgea tayloriae,,,,CR
170635415,Ruehssia woodburyana,,,,CR
164426,Rumex tunetanus,,,,CR
97223725,Rytigynia acuminatissima subsp. pedunculata,pedunculata,subsp.,,CR
120962677,Rytigynia sp. nov. C,,,,CR
138012348,Rytigynia squamata,,,,CR
207984529,Sabal lougheediana,,,,CR
85749284,Sabicea bracteolata,,,,CR
172514897,Sabicea golgothae,,,,CR
172514783,Sabicea mabouniensis,,,,CR
172514827,Sabicea ndjoleensis,,,,CR
110084237,Sabicea trigemina,,,,CR
19797,Sacalia quadriocellata,,,,CR
156002,Sadleriana cavernosa,,,,CR
80229274,Sadleria wagneriana,,,,CR
95447872,Sagina libanotica,,,,CR
121397325,Sagraea woodsii,,,,CR
40644,Saguinus bicolor,,,,CR
19823,Saguinus oedipus,,,,CR
19832,Saiga tatarica,,,,CR
158415,Saintpaulia ionantha subsp. grandifolia,grandifolia,subsp.,,CR
158435,Saintpaulia ionantha subsp. rupicola,rupicola,subsp.,,CR
158004,Saintpaulia teitensis,,,,CR
179312,Saintpaulia ulugurensis,,,,CR
179444,Saintpaulia watkinsii,,,,CR
202726,Salacia conraui,,,,CR
21562623,Salacia ferrifodina,,,,CR
172514939,Salacia subicterica,,,,CR
20390767,Salacia villiersii,,,,CR
61353,Salaria economidisi,,,,CR
19856,Salmo carpio,,,,CR
135643,Salmo ezenami,,,,CR
54923065,Salmo ischchan,,,,CR
39463,Salmo trutta ssp. aralensis Aral Sea and Amu Darya River stock,aralensis,ssp.,Aral Sea and Amu Darya River stock,CR
135413,Salvelinus grayi,,,,CR
135417,Salvelinus lonsdalii,,,,CR
135422,Salvelinus obtusus,,,,CR
180350530,Salvia buchii,,,,CR
56499879,Salvia caymanensis,,,,CR
180350427,Salvia haitiensis,,,,CR
165159,Salvia herbanica,,,,CR
192559488,Salvia lachnaioclada,,,,CR
121394756,Salvia paryskii,,,,CR
79149032,Salvia peyronii,,,,CR
180350602,Salvia primuliformis,,,,CR
61665,Salvia veneris,,,,CR
19879,Samoana abbreviata,,,,CR
19884,Samoana attenuata,,,,CR
168194,Samoana bellula,,,,CR
168195,Samoana burchi,,,,CR
198823,Samoana cramptoni,,,,CR
168196,Samoana decussatula,,,,CR
168197,Samoana dryas,,,,CR
19881,Samoana fragilis,,,,CR
121392486,Samuelssonia verrucosa,,,,CR
42759,Sanchezia lampra,,,,CR
66186262,Sanctahelenia insularis,,,,CR
80212515,Sanicula mariversa,,,,CR
80212525,Sanicula purpurea,,,,CR
37937,Santalum insulare var. margaretae,margaretae,var.,,CR
37939,Santalum insulare var. raivavense,raivavense,var.,,CR
123040531,Santalum involutum,,,,CR
38390,Santalum macgregorii,,,,CR
6664,Santamartamys rufodorsalis,,,,CR
4079,Sapajus apella ssp. margaritae,margaritae,ssp.,,CR
4074,Sapajus xanthosternos,,,,CR
61639,Saponaria jagelii,,,,CR
127935094,Sarada superba,,,,CR
22695254,Sarcogyps calvus,,,,CR
55431,Sarcohyla calvicollina,,,,CR
55442,Sarcohyla charadricola,,,,CR
55456,Sarcohyla crassa,,,,CR
55459,Sarcohyla cyanomma,,,,CR
55527,Sarcohyla labedactyla,,,,CR
55583,Sarcohyla pachyderma,,,,CR
55613,Sarcohyla psarosema,,,,CR
55639,Sarcohyla sabrina,,,,CR
55658,Sarcohyla siopela,,,,CR
169851969,Sarcohyla toyota,,,,CR
46504,Sarcolaena humbertiana,,,,CR
46505,Sarcolaena isaloensis,,,,CR
35306,Sarcomelicope glauca,,,,CR
145927020,Sarcomphalus parvifolius,,,,CR
155556,Sardohoratia sulcata,,,,CR
44712322,Sardoplatycleis galvagnii,,,,CR
38658,Saribus jeanneneyi,,,,CR
19908,Sarotherodon caroli,,,,CR
19909,Sarotherodon linnellii,,,,CR
19910,Sarotherodon lohbergeri,,,,CR
19911,Sarotherodon steinbachi,,,,CR
22692245,Sarothrura ayresi,,,,CR
39718,Sarracenia oreophila,,,,CR
160966327,Sashatherina gigantea,,,,CR
162006065,Saurauia beluranensis,,,,CR
37400,Saurauia bogoriensis,,,,CR
125917021,Saurauia borneensis,,,,CR
137468833,Saurauia brevicymula,,,,CR
137469410,Saurauia chaiana,,,,CR
137469514,Saurauia jugahii,,,,CR
137469629,Saurauia minutiflora,,,,CR
162841517,Saurauia oroquensis,,,,CR
136619729,Saurauia pereirae,,,,CR
46397,Saurauia punduana,,,,CR
137469771,Saurauia runiae,,,,CR
136619723,Saurauia sammanniana,,,,CR
137469820,Saurauia urophylla,,,,CR
32550,Sauropus assimilis,,,,CR
31491,Sauropus elegantissimus,,,,CR
50126641,Saussurea costus,,,,CR
58064398,Savigniorrhipis topographicus,,,,CR
39742,Saxicolella marginalis,,,,CR
200451,Saxifraga artvinensis,,,,CR
156192,Saxurinator labiatus,,,,CR
155491,Saxurinator orthodoxus,,,,CR
115532610,Scaevola barrierei,,,,CR
80212535,Scaevola coriacea,,,,CR
153606660,Scaevola hobdyi,,,,CR
44956,Scaevola socotraensis,,,,CR
38793,Scalesia atractyloides,,,,CR
39152,Scalesia atractyloides var. atractyloides,atractyloides,var.,,CR
39153,Scalesia atractyloides var. darwinii,darwinii,var.,,CR
38796,Scalesia divisa,,,,CR
38797,Scalesia gordilloi,,,,CR
88289151,Scapania scapanioides,,,,CR
19942,Scaphirhynchus suttkusi,,,,CR
137491728,Scaphium burkillfilii,,,,CR
117430705,Scaphochlamys atroviridis,,,,CR
117430804,Scaphochlamys cordata,,,,CR
180779,Scaphognathops theunensis,,,,CR
19947,Scardinius graecus,,,,CR
19948,Scardinius racovitzai,,,,CR
61217,Scardinius scardafa,,,,CR
19951,Scaturiginichthys vermeilipinnis,,,,CR
64102,Sceloporus exsul,,,,CR
178207,Scelotes inornatus,,,,CR
19971,Schayera baiulus,,,,CR
44065,Schiedea adamantis,,,,CR
80217216,Schiedea apokremnos,,,,CR
80230525,Schiedea attenuata,,,,CR
80217972,Schiedea haleakalensis,,,,CR
80218137,Schiedea helleri,,,,CR
80218194,Schiedea hookeri,,,,CR
153610937,Schiedea implexa,,,,CR
153611055,Schiedea jacobii,,,,CR
44067,Schiedea kaalae,,,,CR
80218247,Schiedea kauaiensis,,,,CR
80218288,Schiedea kealiae,,,,CR
153611122,Schiedea laui,,,,CR
80218307,Schiedea lydgatei,,,,CR
80218429,Schiedea membranacea,,,,CR
80218319,Schiedea nuttallii,,,,CR
80218373,Schiedea perlmanii,,,,CR
80219174,Schiedea stellarioides,,,,CR
80219238,Schiedea verticillata,,,,CR
80230682,Schiedea viscosa,,,,CR
137791839,Schismatoclada villiflora,,,,CR
85846283,Schistidium spinosum,,,,CR
39214,Schistochila undulatifolia,,,,CR
181199,Schistura leukensis,,,,CR
149847680,Schistura madhavai,,,,CR
181224,Schistura nasifilis,,,,CR
168546,Schistura papulifera,,,,CR
149847763,Schistura scripta,,,,CR
187986,Schistura spiloptera,,,,CR
187918,Schistura tenura,,,,CR
128648190,Schizenterospermum analamerense,,,,CR
137815687,Schizolaena raymondii,,,,CR
68501482,Schizolaena tampoketsana,,,,CR
135149,Schizothorax grahami,,,,CR
168571,Schizothorax integrilabiatus,,,,CR
168564,Schizothorax nepalensis,,,,CR
168257,Schizothorax raraensis,,,,CR
63653,Schizymenia ecuadoreana,,,,CR
88513606,Schoenoplectiella aberrans,,,,CR
88513694,Schoenoplectiella perrieri,,,,CR
38034,Schumacheria alnifolia,,,,CR
86849373,Schurmannia sicula,,,,CR
154864,Sciaena callaensis,,,,CR
102656174,Scincella huanrenensis,,,,CR
162395425,Sciodaphyllum sararense,,,,CR
172515026,Scleria aurantiaca,,,,CR
85731314,Scleria guineensis,,,,CR
172032827,Scleria maypurensis,,,,CR
115947509,Scleria orchardii,,,,CR
120180747,Scleria pulchella,,,,CR
110080777,Scleria sheilae,,,,CR
181378,Sclerocactus brevispinus,,,,CR
54732,Sclerophrys perreti,,,,CR
157606310,Sclerotheca jayorum,,,,CR
203518,Sclerotheca viridiflora,,,,CR
128656945,Scolopia septentrionalis,,,,CR
121984885,Scolosanthus leonardii,,,,CR
200458,Scorzonera ketzkhovelii,,,,CR
200460,Scorzonera kozlowskyi,,,,CR
182821,Scriptaphyosemion etzeli,,,,CR
181683,Scriptaphyosemion schmitti,,,,CR
200467,Scrophularia capillaris,,,,CR
200468,Scutellaria rhomboidalis,,,,CR
57614,Scutiger maculatus,,,,CR
137404230,Searsia grossireticulata,,,,CR
20085,Sebastes paucispinus,,,,CR
201482,Sechelleptus unilineatus,,,,CR
59048,Sechellophryne pipilodryas,,,,CR
200472,Sedum euxinum,,,,CR
184677,Segmentorbis excavatus,,,,CR
86250911,Selenipedium chironianum,,,,CR
86434908,Selenipedium vanillocarpum,,,,CR
122309294,Selysioneura drymobia,,,,CR
136619658,Semecarpus angulatus,,,,CR
162006096,Semecarpus euodiifolius,,,,CR
175212,Semecarpus kathalekanensis,,,,CR
170576147,Semecarpus minutipetalus,,,,CR
33504,Semecarpus ochracea,,,,CR
38041,Semecarpus pseudo-emarginata,,,,CR
136619670,Semecarpus sandakanus,,,,CR
39844,Semnopithecus vetulus ssp. nestor,nestor,ssp.,,CR
20112,Semperdon kororensis,,,,CR
20115,Semperdon xyleborus,,,,CR
61626,Senecio alboranicus,,,,CR
65611906,Senecio ambositrensis,,,,CR
65611984,Senecio antaisaka,,,,CR
65523609,Senecio antambolorum,,,,CR
139737426,Senecio bertramii,,,,CR
95450709,Senecio blanchei,,,,CR
33728,Senecio lamarckianus,,,,CR
70382321,Senecio lewallei,,,,CR
47347757,Senecio navugabensis,,,,CR
34388,Senegalia pseudonigrescens,,,,CR
177836058,Senegalia ricoae,,,,CR
124635363,Senna polyphylla var. neglecta,neglecta,var.,,CR
128114803,Senna suarezensis,,,,CR
161248525,Senyumia granitica,,,,CR
161248466,Senyumia minutiflora,,,,CR
22687863,Sephanoides fernandensis,,,,CR
184601,Septariellina congolensis,,,,CR
164148,Serapias stenopetala,,,,CR
154907306,Serianthes germainii,,,,CR
30437,Serianthes nelsonii,,,,CR
35109,Serianthes rurutensis,,,,CR
64563574,Seringia macrantha,,,,CR
183133,Serranochromis robustus,,,,CR
107396571,Serratorotula acarinata,,,,CR
113230212,Serruria aemula,,,,CR
113237633,Serruria flava,,,,CR
113237652,Serruria florida,,,,CR
113237808,Serruria furcellata,,,,CR
113238173,Serruria lacunosa,,,,CR
113238699,Serruria pinnata,,,,CR
157994221,Serruria scoparia,,,,CR
113239458,Serruria trilopha,,,,CR
89299396,Sesara sp. nov. 'Bai Voi',,,,CR
196492,Sesato setosa,,,,CR
187929,Sewellia albisuera,,,,CR
188001,Sewellia breviventralis,,,,CR
199531,Seychellesia nitidula,,,,CR
196295,Seychellia lodoiceae,,,,CR
32373,Shorea assamica subsp. assamica,assamica,subsp.,,CR
33101,Shorea assamica subsp. globifera,globifera,subsp.,,CR
33102,Shorea assamica subsp. koordersii,koordersii,subsp.,,CR
33110,Shorea assamica subsp. philippinensis,philippinensis,subsp.,,CR
33407,Shorea blumutensis,,,,CR
30818,Shorea congestiflora,,,,CR
33409,Shorea conica,,,,CR
30819,Shorea cordifolia,,,,CR
31969,Shorea dealbata,,,,CR
33109,Shorea dispar,,,,CR
33459,Shorea falcata,,,,CR
33413,Shorea falciferoides,,,,CR
37534,Shorea falciferoides subsp. falciferoides,falciferoides,subsp.,,CR
37535,Shorea falciferoides subsp. glaucescens,glaucescens,subsp.,,CR
31918,Shorea foraminifera,,,,CR
30821,Shorea gardneri,,,,CR
33700,Shorea gibbosa,,,,CR
33487,Shorea hemsleyana subsp. grandiflora,grandiflora,subsp.,,CR
33115,Shorea hemsleyana subsp. hemsleyana,hemsleyana,subsp.,,CR
33116,Shorea hopeifolia,,,,CR
31919,Shorea iliasii,,,,CR
33416,Shorea inappendiculata,,,,CR
33417,Shorea induplicata,,,,CR
33119,Shorea johorensis,,,,CR
31434,Shorea kuantanensis,,,,CR
33120,Shorea kunstleri,,,,CR
31971,Shorea lamellata,,,,CR
33122,Shorea lepidota,,,,CR
33422,Shorea leptoderma,,,,CR
30813,Shorea lissophylla,,,,CR
31435,Shorea lumutensis,,,,CR
33424,Shorea macrantha,,,,CR
33125,Shorea macroptera subsp. macroptera,macroptera,subsp.,,CR
33147,Shorea macroptera subsp. sandakanensis,sandakanensis,subsp.,,CR
31972,Shorea materialis,,,,CR
30822,Shorea megistophylla,,,,CR
33426,Shorea montigena,,,,CR
30814,Shorea oblongifolia,,,,CR
30823,Shorea ovalifolia,,,,CR
33131,Shorea ovalis subsp. sarawakensis,sarawakensis,subsp.,,CR
33130,Shorea ovalis subsp. sericea,sericea,subsp.,,CR
33621,Shorea palembanica,,,,CR
30815,Shorea pallescens,,,,CR
31973,Shorea peltata,,,,CR
33135,Shorea platycarpa,,,,CR
31925,Shorea praestans,,,,CR
31974,Shorea resinosa,,,,CR
33430,Shorea revoluta,,,,CR
31927,Shorea rotundifolia,,,,CR
33146,Shorea selanica,,,,CR
37545,Shorea singkawang subsp. scabrosa,scabrosa,subsp.,,CR
30816,Shorea stipularis,,,,CR
30824,Shorea trapezifolia,,,,CR
30826,Shorea zeylanica,,,,CR
164451067,Siamophryne troglodytes,,,,CR
63487,Sibiraea tianschanica,,,,CR
15712802,Sibon merendonensis,,,,CR
20185,Sicista armenica,,,,CR
80219339,Sicyos albus,,,,CR
133121,Siderastrea glynni,,,,CR
162371,Sideritis cystosiphon,,,,CR
162348,Sideritis discolor,,,,CR
162240,Sideritis marmorea,,,,CR
162358,Sideritis serrata,,,,CR
126621800,Sideroxylon eriocarpum,,,,CR
36051,Sideroxylon hirtiantherum,,,,CR
36052,Sideroxylon ibarrae,,,,CR
36060,Sideroxylon rubiginosum,,,,CR
39599,Siebenrockiella leytensis,,,,CR
165391,Sierraia outambensis,,,,CR
123732608,Sigaloseps ruficauda,,,,CR
80219480,Silene alexandri,,,,CR
156127607,Silene auriculifolia,,,,CR
200502,Silene chustupica,,,,CR
195394,Silene cobalticola,,,,CR
61642,Silene gazulensis,,,,CR
200506,Silene ispirensis,,,,CR
165122,Silene nocteolens,,,,CR
184589013,Silene oreosinaica,,,,CR
80219542,Silene perlmanii,,,,CR
162160938,Silhouettea flavoventris,,,,CR
20227,Silurus mento,,,,CR
20229,Simias concolor,,,,CR
39846,Simias concolor ssp. concolor,concolor,ssp.,,CR
39847,Simias concolor ssp. siberu,siberu,ssp.,,CR
149462533,Simira ignicola,,,,CR
46113,Simira standleyi,,,,CR
203777,Simirestis klaineana,,,,CR
202734,Simirestis staudtii,,,,CR
180554,Sinapidendron angustifolium,,,,CR
162258,Sinapidendron rupestre,,,,CR
135152,Sinocyclocheilus grahami,,,,CR
166114,Sinocyclocheilus yangzongensis,,,,CR
197693,Sinodina acutipoda,,,,CR
195591,Sinployea angularis,,,,CR
195597,Sinployea navutuenis,,,,CR
43559,Siphocampylus loxensis,,,,CR
43564,Siphocampylus uncipes,,,,CR
20268,Siphonaria compressa,,,,CR
22689738,Siphonorhis americana,,,,CR
196769,Sitalcicus incertus,,,,CR
127901942,Sitana fusca,,,,CR
103881687,Sitta insularis,,,,CR
199544,Sliferia similis,,,,CR
137504322,Sloanea bathiei,,,,CR
157975105,Sloanea billardierei,,,,CR
148494994,Sloanea cataniapensis,,,,CR
176414705,Sloanea congesta,,,,CR
149471111,Sloanea ensiformis,,,,CR
164660352,Sloanea helianthoides,,,,CR
164660363,Sloanea huilaeana,,,,CR
164660373,Sloanea loquitoi,,,,CR
189634805,Sloanea petalata,,,,CR
164660387,Sloanea pseudogranulosa,,,,CR
37466,Sloanea shankii,,,,CR
31020,Sloanea suaveolens,,,,CR
189335102,Sloanea veracruzana,,,,CR
20294,Sminthopsis fuliginosus ssp. aitkeni,aitkeni,ssp.,,CR
165392,Soapitia dageti,,,,CR
71779297,Solanum bombycinum,,,,CR
46332,Solanum dolichorhachis,,,,CR
30962,Solanum drymophilum,,,,CR
101526168,Solanum fernandezianum,,,,CR
80219624,Solanum incompletum,,,,CR
154907461,Solanum insulae-pinorum,,,,CR
46337,Solanum lanuginosum,,,,CR
162329,Solanum lidii,,,,CR
35474,Solanum ovum-fringillae,,,,CR
101529185,Solanum ruvu,,,,CR
71784248,Solanum salasianum,,,,CR
80219724,Solanum sandwicense,,,,CR
46343,Solanum semicoalitum,,,,CR
101532920,Solanum trinitense,,,,CR
157846332,Solemya flava,,,,CR
61664,Solenanthus reverchonii,,,,CR
20333,Solomys ponceleti,,,,CR
20354,Somatogyrus coosaensis,,,,CR
20349,Somatogyrus crassus,,,,CR
20356,Somatogyrus currierianus,,,,CR
20359,Somatogyrus hendersoni,,,,CR
20361,Somatogyrus humerosus,,,,CR
20362,Somatogyrus nanus,,,,CR
20365,Somatogyrus pygmaeus,,,,CR
20366,Somatogyrus quadratus,,,,CR
20368,Somatogyrus strengi,,,,CR
20369,Somatogyrus tennesseensis,,,,CR
20371,Somersiella sterreri,,,,CR
126618355,Sommera parva,,,,CR
200517,Sonchus araraticus,,,,CR
19617539,Sonchus erzincanicus,,,,CR
165186,Sonchus gandogeri,,,,CR
178799,Sonneratia griffithii,,,,CR
32472,Sonneratia hainanensis,,,,CR
14663,Sooglossus thomasseti,,,,CR
193414798,Sophora fernandeziana var. reedeana,reedeana,var.,,CR
19892868,Sophora rubriflora,,,,CR
90328103,Sorbus acutiserrata,,,,CR
79736015,Sorbus adamii,,,,CR
86089742,Sorbus algoviensis,,,,CR
79740548,Sorbus andreanszkyana,,,,CR
97154635,Sorbus arvonensis,,,,CR
90328156,Sorbus atrimontis,,,,CR
30337,Sorbus aucuparia subsp. maderensis,maderensis,subsp.,,CR
97007437,Sorbus avonensis,,,,CR
90343062,Sorbus bakonyensis,,,,CR
86089889,Sorbus barabitsii,,,,CR
86090189,Sorbus barrandienica,,,,CR
90327741,Sorbus bodajkensis,,,,CR
79748390,Sorbus borosiana,,,,CR
86090771,Sorbus busambarensis,,,,CR
79748432,Sorbus cheddarensis,,,,CR
86091137,Sorbus cucullifera,,,,CR
90328026,Sorbus dracofolia,,,,CR
79748575,Sorbus eminentoides,,,,CR
86091382,Sorbus evansii,,,,CR
86091540,Sorbus eystettensis,,,,CR
178833535,Sorbus faohraei,,,,CR
86091602,Sorbus gauckleri,,,,CR
86091653,Sorbus greenii,,,,CR
86093546,Sorbus harziana,,,,CR
86095471,Sorbus herbipolitana,,,,CR
86095491,Sorbus hohenesteri,,,,CR
86095495,Sorbus holubyana,,,,CR
79749205,Sorbus kmetiana,,,,CR
79749215,Sorbus lancifolia,,,,CR
34723,Sorbus leyana,,,,CR
83607916,Sorbus lingshiensis,,,,CR
91071449,Sorbus lonetalensis,,,,CR
86096051,Sorbus meierottii,,,,CR
86096092,Sorbus mergenthaleriana,,,,CR
86096182,Sorbus milensis,,,,CR
86102434,Sorbus moravica,,,,CR
79749327,Sorbus parviloba,,,,CR
86102918,Sorbus pauca,,,,CR
86096759,Sorbus pekarovae,,,,CR
86096929,Sorbus perlonga,,,,CR
86104957,Sorbus polgariana,,,,CR
86105256,Sorbus pontis-satanae,,,,CR
86097758,Sorbus portae-bohemicae,,,,CR
34720,Sorbus pseudofennica,,,,CR
79749367,Sorbus pseudomeinichii,,,,CR
86098009,Sorbus pulchra,,,,CR
90327917,Sorbus pyricarpa,,,,CR
86098622,Sorbus rhodanthera,,,,CR
86105340,Sorbus richii,,,,CR
79749438,Sorbus rupicoloides,,,,CR
90328342,Sorbus salatini,,,,CR
97209900,Sorbus saxicola,,,,CR
79749448,Sorbus scannelliana,,,,CR
86098632,Sorbus scepusiensis,,,,CR
86098636,Sorbus schnizleiniana,,,,CR
86098673,Sorbus schuwerkiorum,,,,CR
86098683,Sorbus schwarziana,,,,CR
91071133,Sorbus seyboldiana,,,,CR
86105618,Sorbus spectans,,,,CR
79749967,Sorbus stirtoniana,,,,CR
86106196,Sorbus thayensis,,,,CR
86098716,Sorbus tobani,,,,CR
95535172,Sorbus ujhelyii,,,,CR
90328143,Sorbus vallerubusensis,,,,CR
34725,Sorbus vexans,,,,CR
79750042,Sorbus whiteana,,,,CR
79750110,Sorbus zertovae,,,,CR
20394,Sorex sclateri,,,,CR
20395,Sorex stizodon,,,,CR
180256549,Sorocea longipedicellata,,,,CR
113240273,Sorocephalus crassifolius,,,,CR
113240289,Sorocephalus imbricatus,,,,CR
113240318,Sorocephalus palustris,,,,CR
113240533,Sorocephalus scabridus,,,,CR
34425,Soulamea cardioptera,,,,CR
115536718,Soulamea rigaultii,,,,CR
133710,Sousa chinensis ssp. taiwanensis,taiwanensis,ssp.,,CR
20425,Sousa teuszii,,,,CR
97250154,Spalax istricus,,,,CR
33851,Spathelia coccinea,,,,CR
63591,Spatoglossum schmittii,,,,CR
20445,Spelaeoecia bermudensis,,,,CR
20453,Speleoithona bermudensis,,,,CR
20460,Speleoperipatus spelaeus,,,,CR
20461,Speleophria bivexilla,,,,CR
20462,Speleophria scottodicarloi,,,,CR
21168,Speonectes tiomanensis,,,,CR
20467,Speoplatyrhinus poulsoni,,,,CR
137682661,Spermacoce felis-insulae,,,,CR
128242986,Spermacoce santacruciana,,,,CR
196231,Spermophorides lascars,,,,CR
158189,Sphaeranthus cristatus,,,,CR
97488857,Sphaericus velhocabrali,,,,CR
178564,Sphaerodactylus callocricus,,,,CR
75605372,Sphaerodactylus cochranae,,,,CR
75605414,Sphaerodactylus elasmorhynchus,,,,CR
75605435,Sphaerodactylus epiurus,,,,CR
75605475,Sphaerodactylus lazelli,,,,CR
75605559,Sphaerodactylus nycteropus,,,,CR
75605882,Sphaerodactylus samanensis,,,,CR
75605887,Sphaerodactylus schuberti,,,,CR
75605940,Sphaerodactylus sommeri,,,,CR
178322,Sphaerodactylus williamsi,,,,CR
39227,Sphaerolejeunea umbilicata,,,,CR
65527235,Sphaeromimus andrahomana,,,,CR
65527148,Sphaeromimus lavasoa,,,,CR
65527213,Sphaeromimus saintelucei,,,,CR
65526540,Sphaeromimus splendidus,,,,CR
65526902,Sphaeromimus titanus,,,,CR
20600,Sphaerophysa dianchiensis,,,,CR
87567839,Sphagnum nitidulum,,,,CR
44591,Sphyrna corona,,,,CR
39385,Sphyrna lewini,,,,CR
60201,Sphyrna media,,,,CR
39386,Sphyrna mokarran,,,,CR
60202,Sphyrna tudes,,,,CR
133242394,Sphyrospermum flaviflorum,,,,CR
133242411,Sphyrospermum haughtii,,,,CR
133242703,Sphyrospermum microphyllum,,,,CR
133242748,Sphyrospermum muscicola,,,,CR
133243161,Sphyrospermum spruceanum,,,,CR
20639,Spilocuscus rufoniger,,,,CR
136443,Spilocuscus wilsoni,,,,CR
49581681,Spinomantis nussbaumi,,,,CR
13636,Spiralix corsica,,,,CR
201470,Spirobolellus simplex,,,,CR
80581091,Spiromimus albipes,,,,CR
80581249,Spiromimus litoralis,,,,CR
80581293,Spiromimus scapularis,,,,CR
164915423,Spirotheca mahechae,,,,CR
47103121,Spondylurus anegadae,,,,CR
47103145,Spondylurus culebrae,,,,CR
47103175,Spondylurus haitiae,,,,CR
47103187,Spondylurus lineolatus,,,,CR
47103206,Spondylurus macleani,,,,CR
47103224,Spondylurus magnacruzae,,,,CR
47103236,Spondylurus martinae,,,,CR
47103248,Spondylurus monae,,,,CR
47103260,Spondylurus monitae,,,,CR
47103294,Spondylurus semitaeniatus,,,,CR
47103310,Spondylurus sloanii,,,,CR
47103328,Spondylurus spilonotus,,,,CR
47103344,Spondylurus turksae,,,,CR
43926,Sporobolus caespitosus,,,,CR
116125723,Sporobolus pauciflorus,,,,CR
39226,Spruceanthus theobromae,,,,CR
19451241,Squalius cappadocicus,,,,CR
135586,Squalius sp. nov. 'Evia',,,,CR
44168,Squalus acanthias Northeast Atlantic subpopulation,,,Northeast Atlantic subpopulation,CR
61417,Squatina aculeata,,,,CR
39329,Squatina argentina,,,,CR
44571,Squatina armata,,,,CR
161558,Squatina japonica,,,,CR
161638,Squatina legnota,,,,CR
39331,Squatina occulta,,,,CR
61418,Squatina oculata,,,,CR
39332,Squatina squatina,,,,CR
128431805,Stachyandra imberbis,,,,CR
110089648,Stachyanthus cuneatus,,,,CR
200527,Stachys bayburtensis,,,,CR
200520,Stachys choruhensis,,,,CR
200526,Stachys sosnowskyi,,,,CR
